"","source","id","type","date","year","decade","lat","lon","source2","OBJECTID","Tax_ID_Rel","ELCODE","Sci_Name","Com_name","Locational","PODS_UUID","OBJECTID_1","Tax_ID_R_1","ELCODE_1","Sci_Name_1","Com_name_1","Location_1","Observat_1","PODS_UUI_1","Rec_Submis","Rec_Subm_1","Rec_Create","Rec_Crea_1","Rec_Update","Rec_Upda_1","Rec_Upda_2","Biotics_So","Survey_Rec","Survey_For","Survey_Oth","Institute","Accsn_No","Location","Loc_Uncert","SPX","SPY","UTMZone","UTME","UTMN","Latitude","Longitude","Town_Range","Sect","Sect_Comme","Elevation_","Gen_Elevat","County","Gen_County","Mapping_Co","Agency","Observat_2","Observat_3","Species_Ob","Habitat_Ob","Location_U","Unknown_Se","Males","Females","Pairs","Juveniles","Immature","Eggs","Nest","pt_source","Original_S","Original_C","Observat_4","Observers","Dataset","State_X_Fe","State_Y_Fe","HUC12"
"31","ORBIC","ORBIC25","sighting",1989-05-08,1989,"1980s",44.23956209,-119.8569856,"NRM",355192,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f789adbb-7ca9-11e4-ba96-f8b156a11174",355192,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"5/8/1989","f789adbb-7ca9-11e4-ba96-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000751069490308885423816002042",NA,NA,NA,150,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Crook",NA,"USFS",1,NA,"RAN UP TREEOwner R06F07D02A; SiteID 1801 VisitNo 1; Visit Purpose is General Survey Visit; Activity? Y; Protocol Met? ; Site Status is Active;     Owner PVT;TRS: 15S 24E 28 Qtr16: NWSW;Rem",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), S.CHRISTY (Experienced)",NA,1480814.185,908118.0118,170703030902
"32","ORBIC","ORBIC26","sighting",2002-06-22,2002,"2000s",44.19116317,-119.8584139,"NRM",355546,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f790d9d6-7ca9-11e4-ae60-f8b156a11174",355546,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"6/22/2002","f790d9d6-7ca9-11e4-ae60-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000751161489770785423816002561",NA,NA,NA,60,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Crook",NA,"USFS",1,NA,"WALKING DOWN BEAVER CREEK ON PRIVATE LANDOwner R06F07D02A; SiteID 3353 VisitNo 1;  Activity? Y; Protocol Met? ;      Owner PVT;TRS: 16S 24E 16 Qtr16: NWNW;Rem",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), RENEE ROUFS (Experienced)",NA,1480577.791,890475.7587,170703030904
"33","ORBIC","ORBIC27","sighting",1991-05-29,1991,"1990s",42.32201906,-122.315463,"NRM",357121,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f7b94931-7ca9-11e4-9be8-f8b156a11174",357121,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"5/29/1991","f7b94931-7ca9-11e4-9be8-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000556500468556083955246000053",NA,NA,NA,150,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Jackson",NA,"USFS",1,NA,"Species Condition is Healthy; IdentMark is None; Owner R06F10D02A; SiteID 281 VisitNo 1;  Activity? Y; Protocol Met? ;      Owner ;TRS: 37S 4E 26 Qtr16: SE;Remarks: PLAN",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), COWARD/BROWN (Experienced)",NA,821231.9487,213987.4966,171003070803
"34","ORBIC","ORBIC28","sighting",1991-06-26,1991,"1990s",42.25293452,-122.2992388,"NRM",357708,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f7c77a0e-7ca9-11e4-b37b-f8b156a11174",357708,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"6/26/1991","f7c77a0e-7ca9-11e4-b37b-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000557900467790083955246000052",NA,NA,NA,150,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Jackson",NA,"USFS",1,NA,"Species Condition is Healthy; IdentMark is None; Owner R06F10D02A; SiteID 280 VisitNo 1;  Activity? Y; Protocol Met? ;  Habitat is Human Constructed (100);    Owner ;TRS: 38S 4E 24 Qtr16: NW;Remarks: 1 MILE IN ON 600 IN PARTI",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), TAYLOR/SEDA (Experienced)",NA,825068.1819,188711.7115,171003070804
"35","ORBIC","ORBIC29","sighting",1991-06-26,1991,"1990s",42.25293452,-122.2992388,"NRM",357895,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f7cc5c0c-7ca9-11e4-aa3c-f8b156a11174",357895,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"6/26/1991","f7cc5c0c-7ca9-11e4-aa3c-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00042025301220298109112005830900",NA,NA,NA,100,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Jackson",NA,"USFS",1,NA,"View Scale at Data Entry 1:14",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), LAUREN TAYLOR (Experienced)",NA,825068.1819,188711.7115,171003070804
"36","ORBIC","ORBIC30","sighting",1991-05-29,1991,"1990s",42.32201906,-122.315463,"NRM",358163,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f7d1174d-7ca9-11e4-a312-f8b156a11174",358163,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"5/29/1991","f7d1174d-7ca9-11e4-a312-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00042032211220314308112005608596",NA,NA,NA,100,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Jackson",NA,"USFS",1,NA,"View Scale at Data Entry 1:18",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), PHIL COLVARD (Experienced)",NA,821231.9487,213987.4966,171003070803
"37","ORBIC","ORBIC31","sighting",1979-03-15,1979,"1970s",42.76027445,-124.0185942,"NRM",359975,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f800b276-7ca9-11e4-99ff-f8b156a11174",359975,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"3/15/1979","f800b276-7ca9-11e4-99ff-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000416750473450082483334012721",NA,NA,NA,60,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Coos",NA,"USFS",1,NA,"FEEDING IN ALDER.Owner R06F11A; SiteID 50665 VisitNo 50665;  Activity? Y; Protocol Met? ;  Habitat is Mixed Coniferous Forest (SW) (102); Seral Stage open sapling/pole stand condition,16-30 yrs shrub understory common;   Elev 3159 ft;Owner USFS;Pl",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Other","(MIGRATED), J.DEDERICK/G.PATTON (Unknown)",NA,367575.5208,388558.8728,171003050203
"38","ORBIC","ORBIC32","unknown",1978-07-07,1978,"1970s",42.84943008,-124.0677896,"NRM",360002,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",1,"f800b291-7ca9-11e4-8d0e-f8b156a11174",360002,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",1,"7/7/1978","f800b291-7ca9-11e4-8d0e-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000412850474445082483334012722",NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Coos",NA,"USFS",1,NA,"2 ALONG ROAD; NO DAY OR MONTH GIVENOwner R06F11A; SiteID 50666 VisitNo 50666;  Activity? Y; Protocol Met? ;      Owner PVT;Rem",NA,"Unknown",2,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Other","(MIGRATED), H.PUFFENBARGER (Unknown)",NA,355786.2681,421594.8573,171003050205
"39","ORBIC","ORBIC33","sighting",1991-07-09,1991,"1990s",42.81937286,-124.0160163,"NRM",360068,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f800b2d3-7ca9-11e4-8cfc-f8b156a11174",360068,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"7/9/1991","f800b2d3-7ca9-11e4-8cfc-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000417040474106082483334013553",NA,NA,NA,60,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Coos",NA,"USFS",1,NA,"WALKED ON SIDE OF THE ROADOwner R06F11A; SiteID 51897 VisitNo 51897;  Activity? Y; Protocol Met? ;  Habitat is Mixed Coniferous Forest (SW) (102); Seral Stage is closed sapling/ pole/ sawtimber stand condition, 31-120 yrs;   Elev 1089 ft;Owner USF",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Other","(MIGRATED), DAVE DOYLE (Unknown)",NA,369189.4509,410050.5234,171003050203
"40","ORBIC","ORBIC34","sighting",1980-07-01,1980,"1980s",42.82383462,-124.0104619,"NRM",360142,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f802fca8-7ca9-11e4-ab5d-f8b156a11174",360142,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"7/1/1980","f802fca8-7ca9-11e4-ab5d-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000417500474155082483334012719",NA,NA,NA,60,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Coos",NA,"USFS",1,NA,"RUNNING ALONG ROAD TRYING TO GET AWAY FROM TRUCKOwner R06F11A; SiteID 50663 VisitNo 50663;  Activity? Y; Protocol Met? ;  Habitat is Mixed Coniferous Forest (SW) (102); Seral Stage is mature sawtimber/trees >18"" dbh, 121-200 yrs;   Elev 800 ft;Own",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Other","(MIGRATED), STRECKER/TURNER (Unknown)",NA,370747.9967,411611.5544,171003050204
"41","ORBIC","ORBIC35","unknown",1978-10-10,1978,"1970s",42.80627381,-124.0603202,"NRM",360604,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f80ee353-7ca9-11e4-90aa-f8b156a11174",360604,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"10/10/1978","f80ee353-7ca9-11e4-90aa-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000413400473965082483334012723",NA,NA,NA,150,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Coos",NA,"USFS",1,NA,"NO DAY GIVENOwner R06F11A; SiteID 50667 VisitNo 50667;  Activity? Y; Protocol Met? ;  Habitat is Mixed Coniferous Forest (SW) (102); Seral Stage is closed sapling/ pole/ sawtimber stand condition, 31-120 yrs;   Elev 2178 ft;Owner PVT;Plan Area: PV",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Other","(MIGRATED), H.PUFFENBARGER (Unknown)",NA,357105.7123,405792.6412,171003050205
"42","ORBIC","ORBIC36","sighting",1979-07-28,1979,"1970s",42.83814669,-124.0706544,"NRM",361822,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f82b930d-7ca9-11e4-9c3f-f8b156a11174",361822,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"7/28/1979","f82b930d-7ca9-11e4-9c3f-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000412600474320082483334012720",NA,NA,NA,150,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Coos",NA,"USFS",1,NA,"SAW IT AT NIGHT WALKING UP ROAD, CHASED IT DOWN OFF ROAD.Owner R06F11A; SiteID 50664 VisitNo 50664;  Activity? Y; Protocol Met? ;   Seral Stage is closed sapling/ pole/ sawtimber stand condition, 31-120 yrs;   Elev 1620 ft;Owner PVT;Rem",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Other","(MIGRATED), TURNER (Unknown)",NA,354839.8819,417519.4593,171003050205
"43","ORBIC","ORBIC37","unknown",1991-08-05,1991,"1990s",42.07987546,-124.1605776,"NRM",363873,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f85b2ea6-7ca9-11e4-96fe-f8b156a11174",363873,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"8/5/1991","f85b2ea6-7ca9-11e4-96fe-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000404100465910082483332002596",NA,NA,NA,60,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Curry",NA,"USFS",1,NA,"Owner R06F11A; SiteID 10482 VisitNo 10482;  Activity? Y; Protocol Met? ;  Habitat is Mixed Coniferous Forest (SW) (102); Seral Stage is Mature/Old Growth conditions, 200+ years;   Elev 1099 ft;Owner USFS;TRS: 40S 12W 19 Qtr16: NENE;Plan Area: R Ac",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Other","(MIGRATED), C.DILLINGHAM/D.BLUMENTHAL (Unknown)",NA,318422.2959,142439.6948,171003120109
"44","ORBIC","ORBIC38","unknown",1990-08-31,1990,"1990s",42.12365069,-124.1952512,"NRM",364790,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"f8708b7e-7ca9-11e4-974e-f8b156a11174",364790,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"8/31/1990","f8708b7e-7ca9-11e4-974e-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000401300466400082483332002266",NA,NA,NA,60,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Curry",NA,"USFS",1,NA,"OUTSIDE THE FOREST BOUNDRY.  WEST SIDE OF FIRST BRIDGE, JUST BEFORE FOREST BOUNDOwner R06F11A; SiteID 10190 VisitNo 10190;  Activity? Y; Protocol Met? ;  Habitat is Evergreen Hardwood (102) Seral Stage open sapling/pole stand condition,16-30 yrs s",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Other","(MIGRATED), E.VORISEK (Unknown)",NA,309732.2194,158805.1119,171003120109
"45","ORBIC","ORBIC39","unknown",1980-07-01,1980,"1980s",42.7874756,-123.888214,"NRM",370220,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",3,"f8f5e7f2-7ca9-11e4-bfd2-f8b156a11174",370220,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",3,"7/1/1980","f8f5e7f2-7ca9-11e4-bfd2-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000427450473740082483334012718",NA,NA,NA,900,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Coos",NA,"USFS",1,NA,"IN DRY REPROD BELOW CLEARCUT.Owner R06F11A; SiteID 50662 VisitNo 50662;  Activity? Y; Protocol Met? ;  Habitat is Mixed Coniferous Forest (SW) (102); Seral Stage is closed sapling/ pole/ sawtimber stand condition, 31-120 yrs;   Elev 2434 ft;Owner",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Other","(MIGRATED), R.TURNER (Unknown)",NA,402971.9352,396992.6555,171003050201
"46","ORBIC","ORBIC40","sighting",1992-08-30,1992,"1990s",44.85981013,-118.7599874,"NRM",385756,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"fa825498-7ca9-11e4-ab0a-f8b156a11174",385756,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"8/30/1992","fa825498-7ca9-11e4-ab0a-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00044085991180758921042004429117",NA,NA,NA,200,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Grant",NA,"USFS",1,NA,"Observation coordinates entered manually.
Coordinates Manually Changed 4/21/20",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","YOUNG, A. (Unknown)",NA,1763426.238,1138316.419,170702020402
"47","ORBIC","ORBIC41","sign",2004-05-26,2004,"2000s",44.99455971,-118.9724428,"NRM",385827,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"fa84c584-7ca9-11e4-9d88-f8b156a11174",385827,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"5/26/2004","fa84c584-7ca9-11e4-9d88-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"5565AA99699C00001E8F15AD3C061AEB",NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Umatilla",NA,"USFS",1,NA,"DXDS_CN: 14902 CMN_OBS_CN_LINK: obsTWI213033002280",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Excrement","DENNY, MIKE (Experienced)",NA,1707440.776,1186333.368,170702020703
"48","ORBIC","ORBIC42","sign",2004-08-12,2004,"2000s",45.92424515,-117.6351596,"NRM",385890,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"fa87366c-7ca9-11e4-9a3c-f8b156a11174",385890,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"8/12/2004","fa87366c-7ca9-11e4-9a3c-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"5565AA99699C00001E8F15AD1A02F94F",NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Wallowa",NA,"USFS",1,NA,"Scat and Tracks DXDS_CN: 14902 CMN_OBS_CN_LINK: obsTWI217040203279",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Track","DENNY, MIKE (Experienced)",NA,2041399.527,1534372.468,170601060103
"49","ORBIC","ORBIC43","sign",2006-06-23,2006,"2000s",44.91930861,-119.7054894,"NRM",389669,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"faed724e-7ca9-11e4-ab43-f8b156a11174",389669,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"6/23/2006","faed724e-7ca9-11e4-ab43-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"5565AA99699C00001E8F15AD8A0E58A2",NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Wheeler",NA,"USFS",1,NA,"DXDS_CN: 14902 CMN_OBS_CN_LINK: obsTWI11262880170",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Excrement","DENNY, MIKE (Experienced), DAVID, AARON (Unknown)",NA,1518110.079,1156221.116,170702040103
"50","ORBIC","ORBIC44","camera",2011-01-09,2011,"2010s",43.34695515,-122.0719019,"misc",397095,3,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"fbafb0d8-7ca9-11e4-a84a-f8b156a11174",397095,3,"AMAFJ01010","Erethizon dorsatum","Common porcupine",0,"1/9/2011","fbafb0d8-7ca9-11e4-a84a-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"1b0f2a3c-8de7-40d2-9bb4-de35318053d4",NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Douglas",NA,"USFS",1,NA,NA,NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Camera Set","VEALE, EMILY (Limited Experience)","FY11 Carnivore Monitoring",894261.0071,586144.1023,171003010202
"51","ORBIC","ORBIC45","sighting",1979-02-26,1979,"1970s",44.32663516,-122.5270036,"NRM",404061,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"fc540707-7ca9-11e4-8382-f8b156a11174",404061,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"2/26/1979","fc540707-7ca9-11e4-8382-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000537809490806281263879004771",NA,NA,NA,300,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Linn",NA,"USFS",1,NA,"Owner R06F18D03A; SiteID 559497 VisitNo 1;  Activity? Y; Protocol Met? ;      Owner USFS;TRS: 14S 2E 26 Qtr16: ;Rem",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), FRANK HUGENBERGER (Unknown)",NA,782055.4418,945740.1741,170900060502
"52","ORBIC","ORBIC46","sighting",1979-07-10,1979,"1970s",44.12236264,-122.2611798,"NRM",406427,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"fc8aceca-7ca9-11e4-8022-f8b156a11174",406427,0,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"7/10/1979","fc8aceca-7ca9-11e4-8022-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000559207488553081263879003172",NA,NA,NA,300,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Lane",NA,"USFS",1,NA,"LARGE FAT ""PORKIE"" JUST WALKING ON THE RD  LARGE FAT ""PORKIE"" JUST WALKING ON THE RDOwner R06F18D01A; SiteID 558479 VisitNo 1;  Activity? Y; Protocol Met? ; Site Status is Active;     Owner ;TRS: 17S 5E 6 Qtr16: ;Remarks: REF NU",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), ALAN DOHMEN, R BUCKBERG (Unknown)",NA,849988.3807,869702.0155,170900040307
"53","ORBIC","ORBIC47","carcass",1997-09-24,1997,"1990s",44.40921603,-122.0561726,"NRM",408849,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"fcc650eb-7ca9-11e4-ab7e-f8b156a11174",408849,1,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"9/24/1997","fcc650eb-7ca9-11e4-ab7e-f8b156a11174",NA,NA,"12/5/2014","Lindsey Wise",NA,NA,NA,"U14USF03ORUS",0,NA,"00000575244491756081263879004958",NA,NA,NA,60,0,0,NA,0,0,NA,NA,NA,0,NA,0,0,NA,"Linn",NA,"USFS",1,NA,"Species Condition is Dead;  ROAD-KILLSpecies Condition is Dead;  ROAD-KILLOwner R06F18D03A; SiteID 559690 VisitNo 1;  Activity? Y; Protocol Met? ;      Elev 3100 ft;Owner USFS;TRS: 13S 6E 26 Qtr16: NWSE;Plan Area: 5A Acres Remarks: JCT OF HWY 20 AND",NA,"Unknown",1,0,0,0,0,0,0,0,"inside centroid of observation polygon","Erethizon dorsatum","North American Porcupine","Visual","(MIGRATED), M.ARAKI (Experienced)",NA,905781.4834,973145.9172,170900040202
"54","ORBIC","ORBIC48","carcass",2004-10-01,2004,"2000s",42.43109201,-121.2957645,"misc",656087,2,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"bfd44a7c-3543-11e5-bda6-f8b156a11174",562291,2,"AMAFJ01010","Erethizon dorsatum","Common porcupine",2,"10/1/2004","bfd44a7c-3543-11e5-bda6-f8b156a11174","1/7/2015","Arthur Rodriguez","7/28/2015","Lindsey Wise",NA,NA,NA,"U13ODF02ORUS",0,"124-04",NA,NA,NA,"Not collected ~ 30 pound individual",0,0,0,0,0,0,0,0,"36S 12E",21,"SE",0,0,"Klamath",NA,"Edited location information, township and range fields; only month and year provided","ODFW",1,NA,"dead",NA,NA,1,0,0,0,0,0,0,0,"point coordinates","Erethizon dorsatum","American Porcupine",NA,"BDB","Oregon scientific taking permit annual reports, 2002-2013.",1097444.255,249361.439,180102020706
